   Top-1  Number of Parameters  Ratio
0  34.44              855930.0    0.2
1  53.15              856005.0    0.3
2  58.44              856080.0    0.4
3  65.57              856155.0    0.5
4  71.28              856230.0    0.6
5  72.09              856305.0    0.7
6  74.40              856380.0    0.8
7  77.42              856455.0    0.9
