epoch: 1  lr: 0.1
Epoch[2]:[170/782] Time:0.0345 Data:0.0001  Cls:203833.3438(118004.7346)  Fitnet:589199.4375(675622.0471)  prec@1:21.88(18.47)  prec@5:59.38(63.69)
Epoch[2]:[180/782] Time:0.0318 Data:0.0001  Cls:97251.1094(121872.0752)  Fitnet:652982.9375(672962.0868)  prec@1:23.44(18.49)  prec@5:62.50(63.64)
Epoch[2]:[190/782] Time:0.0395 Data:0.0001  Cls:134455.0625(122628.1478)  Fitnet:723546.1250(674413.9082)  prec@1:12.50(18.45)  prec@5:59.38(63.68)
Epoch[2]:[200/782] Time:0.0351 Data:0.0001  Cls:107016.2812(123322.4507)  Fitnet:669425.1250(676770.1453)  prec@1:26.56(18.59)  prec@5:75.00(63.85)
Epoch[2]:[210/782] Time:0.0373 Data:0.0001  Cls:122883.9609(122155.7846)  Fitnet:718724.3125(677952.7929)  prec@1:12.50(18.65)  prec@5:62.50(63.94)
Epoch[2]:[220/782] Time:0.0315 Data:0.0001  Cls:53350.0156(121039.7917)  Fitnet:725182.8125(679674.0676)  prec@1:35.94(18.81)  prec@5:65.62(64.05)
Epoch[2]:[230/782] Time:0.0294 Data:0.0002  Cls:133666.1562(119616.4396)  Fitnet:718223.5625(679163.4957)  prec@1:12.50(18.85)  prec@5:67.19(64.18)
Epoch[2]:[240/782] Time:0.0312 Data:0.0001  Cls:464169.4375(121216.7623)  Fitnet:647999.0625(678806.8289)  prec@1:9.38(18.74)  prec@5:64.06(64.10)
Epoch[2]:[250/782] Time:0.0303 Data:0.0001  Cls:143016.2031(123344.0315)  Fitnet:638225.4375(677831.6693)  prec@1:21.88(18.75)  prec@5:67.19(63.96)
Epoch[2]:[260/782] Time:0.0290 Data:0.0001  Cls:222400.7188(124148.5126)  Fitnet:743171.4375(679906.4132)  prec@1:12.50(18.59)  prec@5:54.69(63.82)
Epoch[2]:[270/782] Time:0.0300 Data:0.0001  Cls:57554.0391(123078.3663)  Fitnet:588441.4375(681266.1620)  prec@1:26.56(18.65)  prec@5:71.88(63.89)
Epoch[2]:[280/782] Time:0.0314 Data:0.0001  Cls:37980.0156(122093.1949)  Fitnet:728795.1250(682943.9904)  prec@1:20.31(18.64)  prec@5:68.75(64.01)
Epoch[2]:[290/782] Time:0.0316 Data:0.0001  Cls:47351.2305(119996.4163)  Fitnet:681686.4375(684226.6981)  prec@1:25.00(18.86)  prec@5:73.44(64.24)
Epoch[2]:[300/782] Time:0.0315 Data:0.0001  Cls:97315.8984(119417.8604)  Fitnet:814953.6875(684936.9967)  prec@1:18.75(18.95)  prec@5:70.31(64.37)
Epoch[2]:[310/782] Time:0.0312 Data:0.0001  Cls:112645.6797(118742.1942)  Fitnet:641480.9375(685288.2054)  prec@1:23.44(18.98)  prec@5:56.25(64.37)
Epoch[2]:[320/782] Time:0.0311 Data:0.0001  Cls:65214.6562(118588.9889)  Fitnet:711103.9375(684887.8754)  prec@1:18.75(18.91)  prec@5:65.62(64.23)
Epoch[2]:[330/782] Time:0.0288 Data:0.0001  Cls:60907.7969(117294.1653)  Fitnet:757655.4375(684831.0799)  prec@1:26.56(18.97)  prec@5:64.06(64.39)
Epoch[2]:[340/782] Time:0.0363 Data:0.0001  Cls:154759.2500(116911.3957)  Fitnet:644625.1250(684440.2862)  prec@1:9.38(18.97)  prec@5:59.38(64.48)
Epoch[2]:[350/782] Time:0.0303 Data:0.0001  Cls:165416.1250(117370.6330)  Fitnet:595728.1250(684148.9039)  prec@1:12.50(18.92)  prec@5:64.06(64.46)
Epoch[2]:[360/782] Time:0.0408 Data:0.0001  Cls:74550.8047(116769.8097)  Fitnet:729254.8125(684034.8123)  prec@1:20.31(18.93)  prec@5:60.94(64.50)
Epoch[2]:[370/782] Time:0.0342 Data:0.0001  Cls:124194.6797(116719.2672)  Fitnet:666531.8125(684213.2730)  prec@1:18.75(18.89)  prec@5:59.38(64.48)
Epoch[2]:[380/782] Time:0.0381 Data:0.0001  Cls:216166.5625(117191.6298)  Fitnet:543342.3750(683798.8674)  prec@1:18.75(18.93)  prec@5:62.50(64.59)
Epoch[2]:[390/782] Time:0.0311 Data:0.0001  Cls:35505.8633(116462.3186)  Fitnet:706508.3125(683558.2816)  prec@1:31.25(18.97)  prec@5:82.81(64.76)
